customer_id,monthly_txn_avg,last_transaction_date,complaint_count,login_frequency_monthly,churn_probability,churn_flag,Risk_Segment
C100437,0.7,02-05-2026,0,13,0.135,Yes,Low Risk
C100438,0.9,06-04-2026,0,13,0.135,Yes,Low Risk
C100439,1.1,23-06-2026,2,11,0.16,No,Medium Risk
C100440,0.8,25-06-2026,0,10,0.135,Yes,Low Risk
C100441,1.3,25-06-2026,1,8,0.135,No,Medium Risk
C100442,0.8,16-06-2026,0,14,0.135,No,Low Risk
C100443,0.9,29-05-2026,1,11,0.135,No,Medium Risk
C100444,1,16-03-2026,3,4,0.185,Yes,Medium Risk
C100445,1,25-04-2026,0,9,0.135,No,Low Risk
C100446,1.4,30-06-2026,0,7,0.135,No,Low Risk
C100447,1.1,23-06-2026,1,19,0.135,No,Medium Risk
C100448,0.7,10-05-2026,1,8,0.135,No,Medium Risk
C100449,0.9,28-06-2026,1,5,0.135,No,Medium Risk
C100450,0.6,18-04-2026,1,13,0.135,No,Medium Risk
C100451,0.8,01-05-2026,1,12,0.135,No,Medium Risk
C100452,1.2,23-06-2026,1,8,0.135,No,Medium Risk
C100453,0.7,08-06-2026,3,6,0.16,No,Medium Risk
C100454,0.7,02-06-2026,0,11,0.135,No,Low Risk
C100455,1.1,23-06-2026,3,7,0.16,No,Medium Risk
C100456,1,27-06-2026,1,14,0.135,Yes,Medium Risk
C100457,1.2,16-06-2026,1,6,0.135,No,Medium Risk
C100458,0.9,18-06-2026,1,14,0.135,No,Medium Risk
C100459,0.9,01-06-2026,1,0,0.17,No,Medium Risk
C100460,0.7,08-06-2026,1,10,0.135,No,Medium Risk
C100461,1.1,17-06-2026,0,7,0.135,No,Low Risk
C100462,1,15-06-2026,0,9,0.135,No,Low Risk
C100463,1.1,27-06-2026,2,8,0.16,Yes,Medium Risk
C100464,1,11-06-2026,0,6,0.135,No,Low Risk
C100465,1.2,27-04-2026,1,4,0.135,Yes,Medium Risk
C100466,1,30-06-2026,0,23,0.135,No,Low Risk
C100467,0.8,24-05-2026,1,6,0.135,No,Medium Risk
C100468,0.7,28-05-2026,0,6,0.135,No,Low Risk
C100469,1.1,04-03-2026,4,6,0.185,Yes,Medium Risk
C100470,0.5,26-05-2026,0,7,0.135,No,Low Risk
C100471,0.8,11-06-2026,3,9,0.16,No,Medium Risk
C100472,0.9,29-05-2026,0,6,0.135,No,Low Risk
C100473,0.8,29-05-2026,1,2,0.17,No,Medium Risk
C100474,0.8,24-06-2026,0,9,0.135,No,Low Risk
C100475,0.6,17-04-2026,1,4,0.135,No,Medium Risk
C100476,1.2,05-06-2026,2,8,0.16,No,Medium Risk
C100477,0.6,07-06-2026,0,14,0.135,No,Low Risk
C100478,0.9,24-04-2026,1,8,0.135,Yes,Medium Risk
C100479,1.1,16-05-2026,0,11,0.135,Yes,Low Risk
C100480,0.8,26-06-2026,0,11,0.135,Yes,Low Risk
C100481,0.6,26-03-2026,3,2,0.22,No,Medium Risk
C100482,1.1,27-06-2026,0,10,0.135,Yes,Low Risk
C100483,0.9,14-06-2026,2,14,0.16,No,Medium Risk
C100484,1.1,23-06-2026,1,4,0.135,No,Medium Risk
C100485,0.7,07-05-2026,3,11,0.16,Yes,Medium Risk
C100486,0.8,20-06-2026,1,9,0.135,Yes,Medium Risk
C100487,1.1,29-06-2026,0,5,0.135,No,Low Risk
C100488,0.8,09-06-2026,1,8,0.135,No,Medium Risk
C100489,1.3,17-06-2026,1,14,0.135,No,Medium Risk
C100490,0.6,14-06-2026,1,15,0.135,No,Medium Risk
C100491,0.7,30-05-2026,1,17,0.135,Yes,Medium Risk
C100492,1.3,27-06-2026,1,7,0.135,No,Medium Risk
C100493,0.5,14-06-2026,2,5,0.16,No,Medium Risk
C100494,1.2,27-05-2026,1,11,0.135,No,Medium Risk
C100495,0.9,10-05-2026,1,10,0.135,No,Medium Risk
C100496,1.2,30-04-2026,1,11,0.135,No,Medium Risk
C100497,1.1,23-06-2026,1,5,0.135,No,Medium Risk
C100498,1.1,21-06-2026,1,16,0.135,No,Medium Risk
C100499,1.1,27-06-2026,0,7,0.135,No,Low Risk
C100500,0.7,29-06-2026,0,5,0.135,No,Low Risk
C100501,0.6,02-05-2026,2,17,0.16,No,Medium Risk
C100502,0.6,05-03-2026,1,8,0.16,No,Medium Risk
C100503,0.9,06-05-2026,1,8,0.135,No,Medium Risk
C100504,1,19-06-2026,2,11,0.16,No,Medium Risk
C100505,0.5,08-06-2026,0,5,0.135,No,Low Risk
C100506,0.7,08-01-2026,0,11,0.16,Yes,Low Risk
C100507,0.7,03-05-2026,1,10,0.135,Yes,Medium Risk
C100508,0.5,27-05-2026,1,10,0.135,No,Medium Risk
C100509,1.1,14-06-2026,0,4,0.135,No,Low Risk
C100510,0.5,14-04-2026,1,8,0.135,No,Medium Risk
C100511,0.8,22-06-2026,0,6,0.135,No,Low Risk
C100512,1.2,16-06-2026,1,10,0.135,No,Medium Risk
C100513,0.9,11-04-2026,1,5,0.135,No,Medium Risk
C100514,0.9,15-04-2026,1,0,0.17,No,Medium Risk
C100515,0.8,09-06-2026,1,14,0.135,Yes,Medium Risk
C100516,0.9,20-06-2026,2,8,0.16,Yes,Medium Risk
C100517,0.7,03-06-2026,2,5,0.16,No,Medium Risk
C100518,0.7,10-05-2026,0,17,0.135,No,Low Risk
C100519,0.8,21-04-2026,1,14,0.135,No,Medium Risk
C100520,0.8,04-06-2026,1,9,0.135,No,Medium Risk
C100521,0.9,09-06-2026,3,9,0.16,No,Medium Risk
C100522,0.9,27-06-2026,0,7,0.135,No,Low Risk
C100523,1.1,28-06-2026,0,8,0.135,No,Low Risk
C100524,1.1,05-04-2026,0,11,0.135,Yes,Low Risk
C100525,0.8,26-04-2026,0,10,0.135,No,Low Risk
C100526,0.8,05-05-2026,1,9,0.135,No,Medium Risk
C100527,1.1,23-06-2026,0,8,0.135,No,Low Risk
C100528,0.9,20-06-2026,2,10,0.16,No,Medium Risk
C100529,0.6,23-06-2026,1,11,0.135,Yes,Medium Risk
C100530,0.9,04-06-2026,1,7,0.135,No,Medium Risk
C100531,1.2,11-06-2026,3,8,0.16,No,Medium Risk
C100532,1.2,25-06-2026,1,13,0.135,No,Medium Risk
C100533,1.1,10-06-2026,2,8,0.16,No,Medium Risk
C100534,1.2,27-05-2026,0,5,0.135,No,Low Risk
C100535,0.8,21-06-2026,1,12,0.135,No,Medium Risk
C100536,1.2,25-06-2026,0,4,0.135,No,Low Risk
C100537,0.7,24-02-2026,1,7,0.16,No,Medium Risk
C100538,0.6,04-04-2026,1,14,0.135,No,Medium Risk
C100539,0.6,06-02-2026,1,8,0.16,Yes,Medium Risk
C100540,0.6,08-05-2026,0,9,0.135,Yes,Low Risk
C100541,0.7,16-04-2026,1,8,0.135,No,Medium Risk
C100542,0.9,01-06-2026,1,13,0.135,No,Medium Risk
C100543,1.1,25-06-2026,1,13,0.135,Yes,Medium Risk
C100544,0.8,11-04-2026,3,9,0.16,No,Medium Risk
C100545,0.6,30-05-2026,1,18,0.135,No,Medium Risk
C100546,0.9,29-06-2026,0,15,0.135,No,Low Risk
C100547,0.7,04-06-2026,0,10,0.135,No,Low Risk
C100548,0.9,22-03-2026,0,7,0.16,No,Low Risk
C100549,0.9,24-02-2026,0,7,0.16,No,Low Risk
C100550,1.1,23-06-2026,0,13,0.135,No,Low Risk
C100551,1.2,28-06-2026,1,7,0.135,No,Medium Risk
C100552,1,29-05-2026,0,12,0.135,No,Low Risk
C100553,0.7,27-06-2026,1,10,0.135,No,Medium Risk
C100554,1.4,16-06-2026,1,6,0.135,No,Medium Risk
C100555,0.8,14-06-2026,1,5,0.135,No,Medium Risk
C100556,0.7,04-02-2026,0,9,0.16,No,Low Risk
C100557,1,05-06-2026,1,8,0.135,No,Medium Risk
C100558,1.3,17-06-2026,2,9,0.16,Yes,Medium Risk
C100559,0.6,26-06-2026,0,11,0.135,No,Low Risk
C100560,0.7,07-06-2026,2,6,0.16,No,Medium Risk
C100561,0.8,26-06-2026,0,2,0.17,No,Low Risk
C100562,1.1,16-06-2026,0,8,0.135,No,Low Risk
C100563,1,31-05-2026,0,8,0.135,No,Low Risk
C100564,0.6,27-05-2026,1,4,0.135,No,Medium Risk
C100565,1.1,23-05-2026,0,15,0.135,No,Low Risk
C100566,0.9,26-05-2026,1,3,0.17,No,Medium Risk
C100567,0.6,19-06-2026,1,6,0.135,No,Medium Risk
C100568,1.1,22-06-2026,2,7,0.16,No,Medium Risk
C100569,0.7,02-06-2026,0,8,0.135,No,Low Risk
C100570,0.9,11-05-2026,1,9,0.135,No,Medium Risk
C100571,0.7,27-06-2026,1,8,0.135,No,Medium Risk
C100572,0.8,07-05-2026,0,5,0.135,No,Low Risk
C100573,0.5,21-02-2026,0,10,0.16,No,Low Risk
C100574,1.1,25-06-2026,2,10,0.16,No,Medium Risk
C100575,0.6,13-04-2026,3,12,0.16,Yes,Medium Risk
C100576,1,19-05-2026,0,8,0.135,No,Low Risk
C100577,1.2,03-06-2026,3,11,0.16,Yes,Medium Risk
C100578,0.9,23-05-2026,0,13,0.135,No,Low Risk
C100579,0.8,24-06-2026,0,8,0.135,No,Low Risk
C100580,1.2,12-06-2026,1,8,0.135,No,Medium Risk
C100581,0.5,17-06-2026,1,9,0.135,No,Medium Risk
C100582,1.1,02-06-2026,1,4,0.135,No,Medium Risk
C100583,1.1,29-06-2026,1,11,0.135,No,Medium Risk
C100584,1.1,07-05-2026,2,3,0.195,No,Medium Risk
C100585,0.9,28-06-2026,1,8,0.135,No,Medium Risk
C100586,1.1,28-06-2026,0,8,0.135,No,Low Risk
C100587,0.9,31-05-2026,0,8,0.135,No,Low Risk
C100588,1.1,19-06-2026,0,0,0.17,No,Low Risk
C100589,1.1,03-06-2026,0,6,0.135,No,Low Risk
C100590,1.3,29-06-2026,0,12,0.135,No,Low Risk
C100591,0.8,12-06-2026,1,5,0.135,No,Medium Risk
C100592,0.8,27-06-2026,1,11,0.135,No,Medium Risk
C100593,0.9,10-06-2026,0,16,0.135,No,Low Risk
C100594,1.1,16-02-2026,2,3,0.22,No,Medium Risk
C100595,1.2,28-06-2026,2,5,0.16,No,Medium Risk
C100596,1.2,30-06-2026,1,17,0.135,No,Medium Risk
C100597,1.2,14-05-2026,1,13,0.135,No,Medium Risk
C100598,0.7,04-06-2026,0,12,0.135,No,Low Risk
C100599,0.7,16-06-2026,1,11,0.135,No,Medium Risk
C100600,0.9,20-06-2026,1,4,0.135,No,Medium Risk
C100601,1.2,22-05-2026,2,6,0.16,No,Medium Risk
C100602,0.7,08-06-2026,0,12,0.135,No,Low Risk
C100603,1.3,27-06-2026,2,10,0.16,Yes,Medium Risk
C100604,0.9,29-06-2026,0,14,0.135,Yes,Low Risk
C100605,0.8,24-06-2026,1,14,0.135,No,Medium Risk
C100606,0.9,25-04-2026,0,6,0.135,No,Low Risk
C100607,1.1,27-06-2026,2,12,0.16,No,Medium Risk
C100608,0.9,29-06-2026,1,7,0.135,No,Medium Risk
C100609,1,17-06-2026,1,17,0.135,No,Medium Risk
C100610,1.1,29-05-2026,1,8,0.135,No,Medium Risk
C100611,1.2,26-06-2026,0,13,0.135,No,Low Risk
C100612,1.1,05-05-2026,1,5,0.135,No,Medium Risk
C100613,0.9,21-06-2026,3,15,0.16,No,Medium Risk
C100614,1.2,03-06-2026,1,8,0.135,Yes,Medium Risk
C100615,0.9,26-06-2026,2,13,0.16,No,Medium Risk
C100616,0.8,24-02-2026,0,11,0.16,No,Low Risk
C100617,0.8,28-06-2026,1,12,0.135,No,Medium Risk
C100618,0.7,08-05-2026,0,10,0.135,No,Low Risk
C100619,1,05-06-2026,0,8,0.135,No,Low Risk
C100620,1.2,29-05-2026,3,4,0.16,No,Medium Risk
C100621,0.8,19-06-2026,0,3,0.17,No,Low Risk
C100622,0.7,23-02-2026,0,6,0.16,No,Low Risk
C100623,1.1,18-05-2026,1,7,0.135,No,Medium Risk
C100624,0.8,29-05-2026,0,7,0.135,No,Low Risk
C100625,1,29-04-2026,0,11,0.135,No,Low Risk
C100626,1.1,25-02-2026,1,16,0.16,No,Medium Risk
C100627,1.3,14-06-2026,2,6,0.16,No,Medium Risk
C100628,0.8,21-06-2026,1,12,0.135,No,Medium Risk
C100629,0.7,29-01-2026,2,5,0.185,No,Medium Risk
C100630,0.7,11-05-2026,0,10,0.135,Yes,Low Risk
C100631,1.3,12-06-2026,0,9,0.135,Yes,Low Risk
C100632,0.6,21-04-2026,0,8,0.135,No,Low Risk
C100633,1.1,14-06-2026,1,5,0.135,No,Medium Risk
C100634,0.4,30-03-2026,1,7,0.16,No,Medium Risk
C100635,0.6,09-06-2026,1,16,0.135,No,Medium Risk
C100636,0.9,05-06-2026,1,3,0.17,No,Medium Risk
C100637,0.6,22-06-2026,0,12,0.135,No,Low Risk
C100638,0.9,16-05-2026,1,2,0.17,Yes,Medium Risk
C100639,0.8,04-06-2026,0,5,0.135,No,Low Risk
C100640,0.8,14-02-2026,1,11,0.16,Yes,Medium Risk
C100641,1.1,23-06-2026,1,16,0.135,No,Medium Risk
C100642,1,13-05-2026,4,13,0.16,No,Medium Risk
C100643,1.1,09-06-2026,2,11,0.16,No,Medium Risk
C100644,0.6,28-06-2026,2,6,0.16,No,Medium Risk
C100645,0.8,07-05-2026,1,10,0.135,No,Medium Risk
C100646,1,01-06-2026,1,3,0.17,No,Medium Risk
C100647,0.7,23-04-2026,3,3,0.195,No,Medium Risk
C100648,0.8,13-06-2026,0,4,0.135,No,Low Risk
C100649,0.7,15-06-2026,1,12,0.135,No,Medium Risk
C100650,0.8,24-06-2026,0,5,0.135,Yes,Low Risk
C100651,0.4,27-05-2026,1,10,0.135,Yes,Medium Risk
C100652,1,09-05-2026,0,17,0.135,No,Low Risk
C100653,0.8,08-06-2026,1,12,0.135,No,Medium Risk
C100654,1.3,15-06-2026,1,3,0.17,No,Medium Risk
C100655,0.9,11-06-2026,1,17,0.135,No,Medium Risk
C100656,1.1,16-06-2026,1,2,0.17,Yes,Medium Risk
C100657,0.8,04-06-2026,3,15,0.16,No,Medium Risk
C100658,0.8,09-06-2026,1,15,0.135,No,Medium Risk
C100659,0.8,24-05-2026,0,3,0.17,No,Low Risk
C100660,0.6,23-05-2026,1,14,0.135,No,Medium Risk
C100661,0.9,27-06-2026,0,11,0.135,Yes,Low Risk
C100662,0.8,09-06-2026,1,8,0.135,No,Medium Risk
C100663,0.9,28-05-2026,0,10,0.135,No,Low Risk
C100664,1.2,17-04-2026,1,9,0.135,No,Medium Risk
C100665,1.2,27-06-2026,0,8,0.135,No,Low Risk
C100666,1.2,23-04-2026,1,10,0.135,No,Medium Risk
C100667,0.7,14-06-2026,2,7,0.16,No,Medium Risk
C100668,0.9,23-05-2026,3,4,0.16,No,Medium Risk
C100669,0.8,20-06-2026,1,9,0.135,No,Medium Risk
C100670,0.9,03-06-2026,2,13,0.16,No,Medium Risk
C100671,0.7,01-05-2026,0,8,0.135,No,Low Risk
C100672,0.6,04-02-2026,0,8,0.16,Yes,Low Risk
C100673,1.2,07-04-2026,0,14,0.135,No,Low Risk
C100674,1.2,02-06-2026,2,13,0.16,No,Medium Risk
C100675,1.4,22-06-2026,0,14,0.135,Yes,Low Risk
C100676,0.8,18-04-2026,0,13,0.135,No,Low Risk
C100677,0.8,22-06-2026,3,11,0.16,No,Medium Risk
C100678,0.7,03-03-2026,0,13,0.16,No,Low Risk
C100679,1,21-05-2026,1,13,0.135,No,Medium Risk
C100680,1.5,27-06-2026,0,3,0.17,No,Low Risk
C100681,1.3,25-06-2026,0,14,0.135,No,Low Risk
C100682,1,17-06-2026,1,11,0.135,No,Medium Risk
C100683,0.8,18-06-2026,1,10,0.135,No,Medium Risk
C100684,0.9,28-06-2026,1,8,0.135,No,Medium Risk
C100685,0.9,08-06-2026,1,12,0.135,No,Medium Risk
C100686,1.2,15-06-2026,1,7,0.135,No,Medium Risk
C100687,1,06-06-2026,2,13,0.16,No,Medium Risk
C100688,1.4,30-05-2026,0,10,0.135,No,Low Risk
C100689,0.7,09-04-2026,0,6,0.135,No,Low Risk
C100690,0.6,08-05-2026,0,4,0.135,No,Low Risk
C100691,0.7,16-05-2026,0,6,0.135,No,Low Risk
C100692,0.8,02-06-2026,0,11,0.135,No,Low Risk
C100693,0.7,02-04-2026,1,5,0.135,No,Medium Risk
C100694,0.9,11-06-2026,3,16,0.16,Yes,Medium Risk
C100695,1.1,19-05-2026,2,7,0.16,No,Medium Risk
C100696,0.9,21-04-2026,1,1,0.17,No,Medium Risk
C100697,0.7,15-04-2026,5,12,0.16,No,Medium Risk
C100698,0.9,29-06-2026,0,4,0.135,No,Low Risk
C100699,0.7,14-05-2026,0,8,0.135,No,Low Risk
C100700,0.9,05-05-2026,3,9,0.16,No,Medium Risk
C100701,0.8,25-06-2026,2,7,0.16,No,Medium Risk
C100702,1.3,23-06-2026,0,14,0.135,Yes,Low Risk
C100703,0.7,14-06-2026,0,18,0.135,No,Low Risk
C100704,0.9,07-06-2026,0,4,0.135,No,Low Risk
C100705,0.8,29-06-2026,0,7,0.135,No,Low Risk
C100706,0.9,01-06-2026,3,2,0.195,No,Medium Risk
C100707,0.6,22-03-2026,0,4,0.16,No,Low Risk
C100708,1.2,11-01-2026,1,3,0.195,Yes,Medium Risk
C100709,0.9,10-06-2026,2,6,0.16,No,Medium Risk
C100710,0.4,05-04-2026,1,11,0.135,No,Medium Risk
C100711,0.4,04-06-2026,1,13,0.135,No,Medium Risk
C100712,0.9,12-04-2026,0,8,0.135,No,Low Risk
C100713,1,28-06-2026,0,15,0.135,No,Low Risk
C100714,0.9,10-06-2026,0,11,0.135,No,Low Risk
C100715,1,11-06-2026,3,6,0.16,No,Medium Risk
C100716,0.9,13-06-2026,1,11,0.135,No,Medium Risk
C100717,1,22-06-2026,1,10,0.135,Yes,Medium Risk
C100718,0.9,08-06-2026,1,11,0.135,No,Medium Risk
C100719,0.9,27-06-2026,0,9,0.135,No,Low Risk
C100720,1.5,29-06-2026,1,13,0.135,No,Medium Risk
C100721,0.8,29-06-2026,0,13,0.135,No,Low Risk
C100722,1.1,03-05-2026,1,7,0.135,No,Medium Risk
C100723,1.1,12-05-2026,2,15,0.16,No,Medium Risk
C100724,1.3,27-04-2026,3,6,0.16,No,Medium Risk
C100725,0.7,26-05-2026,1,10,0.135,No,Medium Risk
C100726,1.6,20-06-2026,1,6,0.135,No,Medium Risk
C100727,0.8,28-06-2026,3,14,0.16,No,Medium Risk
C100728,0.8,25-06-2026,2,13,0.16,No,Medium Risk
C100729,0.4,08-06-2026,0,3,0.17,No,Low Risk
C100730,1.1,15-05-2026,0,13,0.135,No,Low Risk
C100731,1.2,19-06-2026,1,12,0.135,Yes,Medium Risk
C100732,1.1,19-06-2026,2,12,0.16,No,Medium Risk
C100733,0.7,25-03-2026,0,4,0.16,No,Low Risk
C100734,1.2,19-06-2026,2,7,0.16,Yes,Medium Risk
C100735,0.8,03-05-2026,1,6,0.135,No,Medium Risk
C100736,0.9,01-06-2026,2,18,0.16,No,Medium Risk
C100737,1,10-05-2026,0,6,0.135,No,Low Risk
C100738,0.8,10-06-2026,0,9,0.135,No,Low Risk
C100739,0.8,11-05-2026,1,8,0.135,No,Medium Risk
C100740,0.8,12-06-2026,0,11,0.135,No,Low Risk
C100741,1.1,30-06-2026,0,2,0.17,No,Low Risk
C100742,0.4,19-06-2026,3,7,0.16,No,Medium Risk
C100743,0.7,19-06-2026,0,7,0.135,No,Low Risk
C100744,1.1,04-06-2026,2,2,0.195,No,Medium Risk
C100745,1,28-04-2026,3,11,0.16,No,Medium Risk
C100746,0.9,29-06-2026,0,7,0.135,No,Low Risk
C100747,0.9,13-04-2026,0,7,0.135,No,Low Risk
C100748,0.8,23-05-2026,2,12,0.16,No,Medium Risk
C100749,0.9,05-04-2026,0,16,0.135,No,Low Risk
C100750,0.9,26-04-2026,1,5,0.135,No,Medium Risk
C100751,0.9,04-06-2026,1,9,0.135,No,Medium Risk
C100752,0.8,09-04-2026,0,9,0.135,Yes,Low Risk
C100753,1,24-05-2026,0,13,0.135,No,Low Risk
C100754,0.6,22-05-2026,0,5,0.135,No,Low Risk
C100755,1.2,22-05-2026,0,7,0.135,No,Low Risk
C100756,0.7,29-05-2026,0,1,0.17,No,Low Risk
C100757,0.4,13-04-2026,2,7,0.16,No,Medium Risk
C100758,0.7,23-05-2026,0,9,0.135,No,Low Risk
C100759,0.9,16-06-2026,0,2,0.17,No,Low Risk
C100760,0.7,19-04-2026,2,5,0.16,No,Medium Risk
C100761,1.1,18-06-2026,3,11,0.16,No,Medium Risk
C100762,1,17-06-2026,0,13,0.135,No,Low Risk
C100763,1.2,19-06-2026,2,4,0.16,No,Medium Risk
C100764,0.9,15-06-2026,1,12,0.135,No,Medium Risk
C100765,1,18-04-2026,1,4,0.135,No,Medium Risk
C100766,1.1,29-04-2026,0,13,0.135,Yes,Low Risk
C100767,0.8,03-06-2026,0,15,0.135,No,Low Risk
C100768,1.1,27-05-2026,0,8,0.135,Yes,Low Risk
C100769,1.1,07-05-2026,1,0,0.17,No,Medium Risk
C100770,0.8,04-02-2026,0,1,0.195,No,Low Risk
C100771,1.1,30-06-2026,0,17,0.135,No,Low Risk
C100772,0.8,06-06-2026,1,0,0.17,No,Medium Risk
C100773,1,31-05-2026,0,10,0.135,No,Low Risk
C100774,0.8,25-05-2026,1,12,0.135,No,Medium Risk
C100775,0.8,24-06-2026,0,11,0.135,No,Low Risk
C100776,0.7,27-06-2026,2,2,0.195,No,Medium Risk
C100777,1.2,20-05-2026,0,15,0.135,No,Low Risk
C100778,1.3,07-05-2026,0,13,0.135,No,Low Risk
C100779,0.9,14-06-2026,0,9,0.135,No,Low Risk
C100780,0.8,30-05-2026,4,12,0.16,No,Medium Risk
C100781,0.8,05-06-2026,3,7,0.16,No,Medium Risk
C100782,0.9,28-06-2026,0,10,0.135,Yes,Low Risk
C100783,1.5,25-05-2026,0,13,0.135,No,Low Risk
C100784,1.1,27-05-2026,2,12,0.16,No,Medium Risk
C100785,0.7,15-03-2026,1,6,0.16,No,Medium Risk
C100786,0.9,16-04-2026,0,12,0.135,Yes,Low Risk
C100787,0.9,15-06-2026,1,8,0.135,No,Medium Risk
C100788,0.8,31-03-2026,0,4,0.16,No,Low Risk
C100789,0.8,25-06-2026,0,12,0.135,No,Low Risk
C100790,0.9,23-06-2026,2,11,0.16,No,Medium Risk
C100791,0.3,26-04-2026,0,7,0.135,No,Low Risk
C100792,0.8,30-06-2026,1,11,0.135,No,Medium Risk
C100793,1.2,11-06-2026,1,8,0.135,No,Medium Risk
C100794,1,23-06-2026,0,7,0.135,No,Low Risk
C100795,0.9,19-06-2026,1,11,0.135,Yes,Medium Risk
C100796,1,29-06-2026,0,10,0.135,No,Low Risk
C100797,0.6,12-05-2026,2,11,0.16,No,Medium Risk
C100798,0.8,21-03-2026,0,10,0.16,No,Low Risk
C100799,0.9,31-05-2026,1,3,0.17,No,Medium Risk
C100800,0.7,17-06-2026,0,6,0.135,No,Low Risk
C100801,0.7,29-06-2026,0,7,0.135,No,Low Risk
C100802,0.8,04-06-2026,1,4,0.135,No,Medium Risk
C100803,0.7,06-05-2026,1,20,0.135,No,Medium Risk
C100804,0.5,15-06-2026,0,13,0.135,No,Low Risk
C100805,1.1,24-06-2026,0,13,0.135,No,Low Risk
C100806,0.9,04-05-2026,2,11,0.16,No,Medium Risk
C100807,1.1,30-05-2026,2,10,0.16,No,Medium Risk
C100808,1.3,18-06-2026,2,5,0.16,No,Medium Risk
C100809,0.7,15-06-2026,1,10,0.135,No,Medium Risk
C100810,0.8,26-05-2026,2,13,0.16,No,Medium Risk
C100811,0.7,30-06-2026,0,3,0.17,No,Low Risk
C100812,1,08-06-2026,0,15,0.135,No,Low Risk
C100813,0.9,30-04-2026,0,9,0.135,No,Low Risk
C100814,0.5,19-05-2026,0,12,0.135,No,Low Risk
C100815,1.3,21-06-2026,0,5,0.135,No,Low Risk
C100816,0.8,29-06-2026,0,9,0.135,No,Low Risk
C100817,0.8,15-06-2026,1,1,0.17,No,Medium Risk
C100818,0.6,24-05-2026,0,5,0.135,Yes,Low Risk
C100819,0.9,02-06-2026,2,3,0.195,No,Medium Risk
C100820,1,09-05-2026,1,8,0.135,No,Medium Risk
C100821,0.7,16-06-2026,0,13,0.135,No,Low Risk
C100822,1.2,20-04-2026,0,19,0.135,No,Low Risk
C100823,1.1,07-06-2026,2,12,0.16,No,Medium Risk
C100824,0.6,14-12-2025,1,3,0.195,No,Medium Risk
C100825,0.9,03-06-2026,0,3,0.17,No,Low Risk
C100826,0.9,12-06-2026,0,7,0.135,No,Low Risk
C100827,1.1,21-06-2026,3,5,0.16,No,Medium Risk
C100828,0.9,13-05-2026,0,9,0.135,No,Low Risk
C100829,1.2,15-05-2026,1,9,0.135,No,Medium Risk
C100830,1.2,18-06-2026,1,16,0.135,No,Medium Risk
C100831,0.7,16-06-2026,0,15,0.135,No,Low Risk
C100832,0.8,27-06-2026,1,4,0.135,No,Medium Risk
C100833,0.9,02-06-2026,1,5,0.135,No,Medium Risk
C100834,0.8,16-03-2026,1,5,0.16,No,Medium Risk
C100835,0.9,20-04-2026,3,4,0.16,No,Medium Risk
C100836,0.7,19-06-2026,2,13,0.16,No,Medium Risk
C100837,1.1,16-06-2026,1,7,0.135,Yes,Medium Risk
C100838,0.7,26-03-2026,1,14,0.16,No,Medium Risk
C100839,1,06-06-2026,1,12,0.135,No,Medium Risk
C100840,1.1,30-06-2026,2,9,0.16,No,Medium Risk
C100841,0.5,28-05-2026,0,5,0.135,No,Low Risk
C100842,0.5,20-04-2026,0,9,0.135,No,Low Risk
C100843,1.2,26-06-2026,1,11,0.135,No,Medium Risk
C100844,1,14-06-2026,0,13,0.135,No,Low Risk
C100845,1,29-06-2026,0,15,0.135,Yes,Low Risk
C100846,1,27-01-2026,0,2,0.195,No,Low Risk
C100847,0.8,30-06-2026,0,7,0.135,No,Low Risk
C100848,1,23-05-2026,0,5,0.135,Yes,Low Risk
C100849,1,29-06-2026,0,9,0.135,No,Low Risk
C100850,0.9,21-06-2026,1,9,0.135,No,Medium Risk
C100851,0.9,16-06-2026,2,6,0.16,No,Medium Risk
C100852,1,04-06-2026,0,13,0.135,Yes,Low Risk
C100853,1.2,30-06-2026,1,14,0.135,No,Medium Risk
C100854,0.9,21-06-2026,2,7,0.16,No,Medium Risk
C100855,0.6,21-06-2026,1,8,0.135,No,Medium Risk
C100856,0.6,04-04-2026,1,8,0.135,No,Medium Risk
C100857,0.8,26-05-2026,1,8,0.135,No,Medium Risk
C100858,1,30-06-2026,4,15,0.16,No,Medium Risk
C100859,1.1,26-05-2026,1,7,0.135,No,Medium Risk
C100860,0.9,19-06-2026,0,0,0.17,Yes,Low Risk
C100861,0.5,12-04-2026,0,4,0.135,No,Low Risk
C100862,1.5,11-06-2026,1,9,0.135,No,Medium Risk
C100863,0.5,28-03-2026,2,12,0.185,No,Medium Risk
C100864,1.1,08-05-2026,0,6,0.135,No,Low Risk
C100865,1.1,06-06-2026,0,7,0.135,No,Low Risk
C100866,0.8,27-05-2026,5,9,0.16,No,Medium Risk
C100867,0.4,05-06-2026,0,6,0.135,No,Low Risk
C100868,1.1,29-06-2026,0,10,0.135,No,Low Risk
C100869,0.6,27-06-2026,1,7,0.135,Yes,Medium Risk
C100870,1.2,19-06-2026,2,11,0.16,No,Medium Risk
C100871,1,30-06-2026,0,17,0.135,No,Low Risk
C100872,1,26-06-2026,1,7,0.135,No,Medium Risk
C100873,1,24-03-2026,1,11,0.16,No,Medium Risk
C100874,1.1,12-05-2026,2,12,0.16,Yes,Medium Risk
C100875,0.4,06-05-2026,0,13,0.135,Yes,Low Risk
C100876,0.7,29-05-2026,0,9,0.135,No,Low Risk
