loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,loan_date
L401778,C100491,Auto,460821.89,13.99,Rejected,02-05-2023
L401779,C103605,Personal,2039546.66,12.86,Closed,01-03-2026
L401780,C102258,Auto,466734.29,15.21,Rejected,19-01-2025
L401781,C103368,Auto,220549.63,11.88,Closed,21-03-2026
L401782,C104806,Auto,5000000,8.94,Active,09-04-2023
L401783,C104857,Auto,584103.71,10.31,Rejected,18-08-2025
L401784,C104601,Home,284285.99,12.4,Closed,18-08-2024
L401785,C103383,Auto,738735.55,8.35,Closed,04-03-2025
L401786,C101298,Personal,480714.42,11.77,Closed,19-04-2024
L401787,C103366,Auto,1348518.27,8.83,Closed,12-10-2025
L401788,C102945,Personal,1066341.06,8.83,Active,09-06-2026
L401789,C101054,Personal,484773.85,8.54,Defaulted,10-09-2024
L401790,C101686,Personal,368897.62,7.65,Rejected,11-01-2025
L401791,C101655,Business,1276989.55,14.8,Defaulted,03-04-2023
L401792,C103300,Home,1143427.09,14.48,Closed,06-03-2025
L401793,C101216,Auto,892322.38,12.19,Closed,19-12-2025
L401794,C104290,Personal,809484.73,11.29,Active,30-12-2025
L401795,C101415,Business,884026.63,9.02,Active,17-10-2023
L401796,C102986,Home,1228798.33,7.74,Closed,23-02-2025
L401797,C104843,Home,1447580,11.96,Active,30-10-2024
L401798,C102620,Auto,891558.42,15.21,Rejected,25-04-2026
L401799,C102564,Business,2038688.12,12.95,Active,05-01-2024
L401800,C102757,Personal,127839.29,15.01,Rejected,03-05-2023
L401801,C100314,Business,888398.15,10.29,Closed,28-05-2024
L401802,C101634,Business,1313901.9,9.29,Active,24-05-2025
L401803,C103389,Personal,365245.21,14.24,Rejected,23-05-2026
L401804,C103599,Education,322324.51,8.72,Active,04-03-2026
L401805,C102170,Personal,331864.55,8.63,Rejected,28-11-2024
L401806,C102009,Business,832125.17,14.99,Closed,28-10-2025
L401807,C104660,Personal,724183.63,14.98,Active,26-04-2026
L401808,C103384,Education,160849.69,15.18,Active,23-10-2023
L401809,C104023,Home,140251.61,9.5,Closed,01-08-2023
L401810,C102191,Personal,465653.77,15.16,Active,11-04-2026
L401811,C102508,Auto,202591.3,11.69,Active,27-03-2024
L401812,C101484,Personal,352174.46,12.28,Active,14-04-2024
L401813,C104677,Home,677372.28,12.74,Defaulted,19-07-2024
L401814,C100036,Personal,68514.59,9.34,Closed,31-01-2023
L401815,C104228,Home,171736.36,8.73,Active,11-02-2026
L401816,C102081,Personal,525468.72,8.86,Closed,08-12-2024
L401817,C102416,Personal,678624.78,12.42,Closed,10-01-2024
L401818,C103238,Home,298592.57,11.26,Closed,12-04-2026
L401819,C103428,Home,607137.43,12.9,Active,13-07-2023
L401820,C103907,Auto,200365.98,9.08,Active,03-05-2024
L401821,C100774,Auto,432589.59,7.38,Rejected,14-04-2023
L401822,C101745,Business,416970.32,13.57,Active,19-04-2025
L401823,C100173,Personal,136269.34,15.25,Active,01-12-2023
L401824,C100946,Personal,435118.55,13.37,Closed,16-08-2023
L401825,C102001,Business,260871.02,13.58,Rejected,07-11-2025
L401826,C100385,Home,100520.11,11.66,Active,27-01-2024
L401827,C102433,Auto,1223653.71,8.23,Active,18-07-2023
L401828,C100272,Personal,889763.27,14.93,Closed,11-11-2024
L401829,C103937,Education,1286997.96,9.37,Active,14-03-2024
L401830,C103828,Personal,217651.31,7.74,Active,06-11-2025
L401831,C103319,Home,361252.84,11.54,Rejected,20-10-2023
L401832,C104691,Personal,310405.58,10.48,Active,27-02-2026
L401833,C103032,Personal,319955.89,11.63,Closed,09-02-2024
L401834,C101086,Personal,443622.42,14,Rejected,26-02-2026
L401835,C101080,Business,602059.65,7.52,Active,09-09-2023
L401836,C103696,Business,690011.52,8.71,Rejected,15-01-2024
L401837,C102376,Personal,161571.9,8.77,Active,06-05-2025
L401838,C102843,Home,550516.8,14.92,Active,02-04-2024
L401839,C101566,Personal,599832.93,15.09,Closed,18-02-2026
L401840,C101243,Auto,1463874.09,13.89,Active,27-06-2025
L401841,C103247,Business,316280.7,9.57,Active,16-10-2025
L401842,C102917,Education,108331.99,11.99,Closed,04-04-2025
L401843,C102106,Personal,461233.91,9.59,Active,07-05-2023
L401844,C100295,Personal,428158.34,13.46,Closed,21-03-2025
L401845,C101977,Business,959591.36,10.74,Active,05-10-2024
L401846,C101967,Personal,1652811.75,14.26,Active,03-01-2026
L401847,C103333,Business,297462.4,11.18,Active,10-10-2025
L401848,C100608,Home,295179.24,14.29,Closed,29-05-2025
L401849,C100628,Personal,326988.75,14.87,Rejected,24-09-2023
L401850,C102245,Education,1508547.27,13.95,Active,18-01-2025
L401851,C103581,Personal,457642.53,10.22,Active,31-10-2024
L401852,C101554,Business,653922.46,11.67,Closed,24-04-2023
L401853,C102727,Auto,1837431.93,12.28,Closed,07-07-2024
L401854,C102938,Home,1201577.47,8.71,Active,28-09-2024
L401855,C103930,Business,708565.9,14.31,Closed,04-04-2024
L401856,C102927,Auto,625503.8,11.29,Active,17-07-2023
L401857,C102346,Auto,274111.99,9.66,Active,12-02-2023
L401858,C104587,Home,572778.81,13.69,Active,07-10-2024
L401859,C100359,Business,790620.36,13.82,Active,04-07-2025
L401860,C103591,Personal,459830.74,10.6,Active,16-01-2023
L401861,C104162,Personal,296627.92,14.94,Defaulted,01-10-2024
L401862,C100343,Personal,1933406.53,10.26,Active,31-03-2024
L401863,C102983,Business,198759.09,13.16,Closed,01-03-2026
L401864,C101145,Personal,520724.29,13.37,Active,16-06-2025
L401865,C103041,Business,605125.41,13.9,Active,17-02-2024
L401866,C103312,Home,588204.57,7.93,Active,29-05-2024
L401867,C103708,Education,689014.12,10.68,Closed,11-04-2026
L401868,C101285,Home,498327.91,10.34,Active,24-05-2026
L401869,C100230,Personal,338145.81,11.8,Rejected,11-05-2026
L401870,C100868,Home,277696.58,13.83,Closed,13-11-2025
L401871,C100218,Auto,1360614.46,13.66,Active,16-08-2025
L401872,C104356,Education,496637.28,9.64,Active,06-05-2025
L401873,C100606,Personal,89557.78,10.26,Active,01-04-2025
L401874,C104021,Personal,636855.16,11.31,Closed,15-12-2023
L401875,C102462,Home,200214.15,11.9,Active,04-10-2025
L401876,C102886,Auto,861157.94,10.69,Defaulted,25-05-2023
L401877,C100418,Auto,593116.48,8.05,Closed,25-02-2023
L401878,C102233,Auto,267928.64,11.27,Active,24-11-2025
L401879,C100903,Auto,1444760.36,14.05,Active,21-04-2024
L401880,C102492,Personal,384956.76,13.28,Rejected,10-02-2026
L401881,C104461,Auto,480160.55,11.11,Closed,30-06-2025
L401882,C104517,Education,778126.74,14.59,Closed,17-12-2023
L401883,C100798,Personal,659084.95,11.43,Closed,18-12-2023
L401884,C101304,Home,401857.4,12.38,Rejected,05-07-2024
L401885,C101385,Auto,950987.02,12.92,Rejected,15-12-2025
L401886,C100299,Business,503074.05,9.2,Active,18-06-2023
L401887,C101548,Home,574769.48,11.65,Active,04-06-2024
L401888,C100507,Personal,394553.94,15.13,Active,25-11-2023
L401889,C104338,Personal,1503025.65,7.88,Active,16-11-2025
L401890,C104627,Personal,223774.57,14.26,Closed,22-04-2024
L401891,C104290,Home,1690573.62,9.01,Closed,04-11-2023
L401892,C104978,Personal,247066.85,9.16,Active,21-12-2025
L401893,C100844,Auto,1896814.8,15.21,Closed,25-12-2024
L401894,C102934,Home,100899.14,9.09,Closed,06-12-2024
L401895,C104633,Auto,616515.97,12.4,Defaulted,26-02-2024
L401896,C104561,Business,192704.08,11.33,Defaulted,26-02-2025
L401897,C103002,Personal,142000.45,14.83,Closed,01-03-2024
L401898,C103464,Auto,419076.32,7.83,Active,31-03-2025
L401899,C101484,Personal,1051577.93,11.09,Rejected,01-01-2026
L401900,C103021,Auto,239348.47,15.41,Closed,05-03-2024
L401901,C100825,Personal,1030245.77,15.46,Rejected,11-04-2023
L401902,C100324,Personal,177825.57,14.73,Active,20-11-2023
L401903,C102740,Personal,86954.61,9.62,Active,15-09-2023
L401904,C100458,Education,333485.05,11.78,Active,28-01-2024
L401905,C101940,Personal,1872716.16,10.46,Active,27-05-2026
L401906,C104392,Personal,766070.84,13.81,Active,28-11-2023
L401907,C103407,Education,600400.44,7.7,Rejected,27-07-2025
L401908,C104876,Auto,669901.42,9.37,Active,25-03-2025
L401909,C102048,Business,528982.39,14.81,Closed,06-02-2024
L401910,C101145,Personal,517818.44,15.23,Closed,09-11-2023
L401911,C100393,Home,1145440.73,10.91,Rejected,05-08-2024
L401912,C100094,Auto,633866.78,11.85,Active,25-09-2024
L401913,C104224,Auto,116030,15.45,Active,18-07-2024
L401914,C102091,Auto,695428.04,13.93,Active,12-08-2025
L401915,C103996,Home,668690.67,12.52,Active,09-10-2024
L401916,C104550,Auto,233133.07,12.17,Active,23-11-2025
L401917,C101134,Personal,615791.66,9.33,Closed,10-07-2023
L401918,C104582,Personal,272588.24,11.86,Closed,29-05-2026
L401919,C104464,Auto,1838178.55,7.82,Active,07-03-2026
L401920,C100261,Business,122788.62,10.07,Active,09-04-2024
L401921,C102797,Personal,217404.5,14.37,Closed,13-07-2024
L401922,C103574,Business,173306.74,12.29,Closed,16-02-2026
L401923,C102924,Personal,554371.99,12.41,Active,04-07-2023
L401924,C104326,Business,704080.6,8.77,Closed,07-05-2026
L401925,C102373,Business,216405.18,10.68,Closed,25-09-2025
L401926,C103069,Home,252594.44,10.19,Active,05-05-2024
L401927,C104328,Personal,554805.57,12.7,Closed,15-09-2023
L401928,C103810,Personal,656993.44,9.18,Active,23-10-2024
L401929,C104959,Personal,645334.48,10.73,Active,27-11-2025
L401930,C100155,Auto,149842.48,7.17,Closed,26-03-2025
L401931,C102108,Home,787434.24,13.53,Active,16-09-2023
L401932,C101801,Personal,727971.36,8.44,Active,25-12-2023
L401933,C103320,Personal,1988803.75,10.86,Closed,15-01-2026
L401934,C102320,Business,386496.97,7.32,Rejected,12-05-2026
L401935,C100850,Personal,406995.91,8.49,Defaulted,13-07-2023
L401936,C104685,Personal,1004240.99,12,Closed,30-08-2025
L401937,C103973,Auto,92089.07,8.79,Active,15-11-2023
L401938,C103827,Home,124456.12,14.02,Active,03-10-2024
L401939,C104417,Home,262458.15,10.17,Active,30-01-2026
L401940,C101807,Home,466723.74,7.37,Active,27-01-2024
L401941,C101330,Auto,508750.09,14.18,Closed,25-03-2026
L401942,C102281,Home,846568.9,8.17,Active,29-07-2025
L401943,C101922,Home,188739.38,10.82,Active,06-12-2025
L401944,C102703,Business,567733.24,11.32,Active,27-01-2025
L401945,C100831,Business,338350.34,9.62,Rejected,26-03-2026
L401946,C102651,Personal,428613.43,9.07,Closed,27-05-2023
L401947,C101501,Home,398099.85,7.51,Closed,28-04-2023
L401948,C104859,Business,297263.5,14.45,Rejected,23-09-2024
L401949,C101998,Home,1449966.18,11.61,Rejected,31-05-2026
L401950,C102927,Home,884100.96,15.36,Active,27-09-2025
L401951,C103846,Education,243326.09,9.51,Closed,30-08-2023
L401952,C101758,Personal,428568.6,7.34,Closed,24-12-2024
L401953,C100629,Home,188245.57,8.3,Active,10-03-2026
L401954,C103967,Home,417216.08,7.09,Active,15-03-2025
L401955,C103891,Personal,203763.52,11.82,Closed,21-06-2023
L401956,C100568,Home,387332.6,8.85,Rejected,05-06-2026
L401957,C104225,Personal,1289743.14,7.17,Active,24-10-2023
L401958,C103916,Personal,794927.7,10.54,Active,29-06-2026
L401959,C103883,Personal,111225.42,12.72,Active,28-02-2023
L401960,C102642,Home,353764.52,7.9,Active,30-05-2023
L401961,C100174,Business,305184.82,10.61,Active,09-07-2023
L401962,C103573,Personal,4230692.48,10.43,Active,20-06-2025
L401963,C104967,Business,277212.67,9.31,Rejected,29-12-2024
L401964,C102817,Personal,554293.67,7.54,Active,26-10-2025
L401965,C102290,Home,841631.28,12.72,Active,28-08-2023
L401966,C100935,Personal,387008.11,10.46,Active,14-03-2026
L401967,C103621,Auto,716006.76,11.81,Rejected,16-12-2025
L401968,C100990,Home,483993.41,11.39,Closed,28-05-2026
L401969,C101485,Home,177752.17,13.46,Rejected,07-11-2025
L401970,C103742,Personal,370789.11,8.18,Closed,24-03-2023
L401971,C102132,Business,622774.8,14.27,Active,27-01-2025
L401972,C101150,Business,196399.67,8.61,Closed,26-12-2023
L401973,C102155,Personal,199527.12,8.92,Active,22-03-2023
L401974,C104518,Home,378564.38,11.85,Rejected,10-01-2026
L401975,C101739,Auto,290820.73,13.28,Closed,15-05-2026
L401976,C103708,Personal,129686.59,9.45,Active,30-11-2023
L401977,C100167,Personal,276378.7,15.07,Closed,20-04-2024
L401978,C102625,Auto,372099.64,11.6,Active,13-05-2024
L401979,C102371,Personal,2811918.56,11.12,Closed,14-02-2023
L401980,C100442,Auto,369636.98,10.01,Closed,15-02-2024
L401981,C101656,Business,739511.57,13.7,Rejected,02-12-2025
L401982,C103797,Home,174818.41,9.43,Closed,06-11-2024
L401983,C104001,Education,586072.91,7.97,Active,06-05-2023
L401984,C103795,Personal,310625.44,7.54,Active,13-01-2024
L401985,C102644,Personal,427038.47,9.71,Active,22-04-2024
L401986,C100280,Personal,1223844.93,14.9,Active,19-07-2025
L401987,C103982,Auto,3509431.95,12.14,Active,17-12-2024
L401988,C103033,Personal,494774.17,8.04,Active,18-07-2023
L401989,C104245,Education,216402.91,8.67,Rejected,27-05-2023
L401990,C101211,Home,293312,11.96,Closed,12-09-2023
L401991,C102540,Home,334105.21,11.76,Closed,28-02-2025
L401992,C104415,Home,1051447.28,13.88,Active,19-05-2023
L401993,C100581,Business,742511.75,13.3,Closed,24-05-2024
L401994,C100714,Home,1508570.3,10.35,Active,05-07-2025
L401995,C102304,Business,186706.74,14.04,Rejected,11-04-2026
L401996,C100459,Personal,1032472.97,10.52,Active,20-02-2025
L401997,C102847,Business,590945.74,10.1,Closed,12-03-2025
L401998,C103202,Home,258201.89,7.62,Active,22-08-2025
L401999,C104374,Business,680648.9,8.43,Closed,17-02-2025
L402000,C100618,Auto,1755617.38,10.34,Active,20-03-2023
L402001,C102928,Business,598578.75,13.13,Closed,31-03-2025
L402002,C104157,Personal,885406.77,7.45,Defaulted,20-02-2025
L402003,C101730,Personal,268666.2,7.14,Active,04-01-2024
L402004,C102056,Home,416049.01,9.96,Closed,18-03-2026
L402005,C101913,Auto,500567.13,8.56,Rejected,13-05-2025
L402006,C100455,Auto,338716.36,11.44,Closed,11-10-2023
L402007,C103802,Personal,622711.72,13.75,Active,20-08-2023
L402008,C103420,Home,1005319.98,9.41,Closed,19-05-2024
L402009,C101973,Education,528071.55,13.37,Closed,16-02-2025
L402010,C104693,Personal,359913.78,7.74,Active,17-11-2023
L402011,C101790,Personal,387861.86,8.73,Closed,11-03-2025
L402012,C100111,Personal,811310.2,9.89,Rejected,25-06-2023
L402013,C100975,Personal,441132.61,15.4,Rejected,03-12-2024
L402014,C100276,Business,566346.14,8.53,Active,07-10-2023
L402015,C100190,Auto,838127.34,13.08,Closed,20-05-2023
L402016,C101036,Home,487141.11,12.41,Defaulted,27-03-2025
L402017,C104278,Business,1212520.07,13.27,Active,02-02-2026
L402018,C103291,Personal,1787397.1,12.78,Closed,09-09-2025
L402019,C104769,Personal,4314010.03,9.56,Closed,03-06-2023
L402020,C101330,Education,541961.98,15.21,Active,27-12-2024
L402021,C100042,Home,534905.36,8.09,Closed,20-10-2025
L402022,C104013,Personal,1066339.48,10.29,Active,26-01-2023
L402023,C100593,Business,1155762.15,7.79,Closed,28-04-2025
L402024,C100544,Personal,942627.17,10.75,Active,29-11-2023
L402025,C103708,Auto,435573.41,12.76,Active,27-01-2023
L402026,C102366,Personal,668318.83,8.72,Active,06-11-2023
L402027,C102625,Personal,335717.03,14.4,Closed,18-03-2023
L402028,C102484,Personal,511291.8,7.81,Active,19-02-2025
L402029,C102449,Business,339018.9,10.76,Closed,13-02-2023
L402030,C100024,Personal,637592.96,11.12,Active,22-04-2026
L402031,C104461,Education,380602.04,10.64,Closed,31-12-2024
L402032,C104125,Auto,1992749.94,13.68,Active,24-11-2024
L402033,C102507,Personal,406617.59,12.63,Active,02-11-2025
L402034,C103204,Education,277868.49,10.44,Closed,23-07-2024
L402035,C102148,Home,519135.12,15.15,Active,21-05-2026
L402036,C102258,Education,389854.36,10.06,Active,03-05-2026
L402037,C104805,Education,526271.91,13.08,Active,29-04-2023
L402038,C103525,Home,535243.31,12.74,Rejected,11-07-2024
L402039,C102258,Home,441737.25,10.39,Rejected,10-01-2023
L402040,C102759,Personal,557488.85,8.91,Closed,22-05-2026
L402041,C102905,Auto,370627.08,10.96,Active,22-06-2023
L402042,C100183,Home,800697.96,8.04,Active,07-12-2023
L402043,C103795,Home,548367.14,12.19,Active,26-04-2024
L402044,C100502,Auto,925653.93,8.03,Active,14-04-2023
L402045,C100701,Home,238105.94,13.27,Closed,23-03-2025
L402046,C100069,Education,244260.21,11.67,Closed,21-10-2023
L402047,C104118,Auto,313757.49,7.43,Active,11-05-2025
L402048,C103173,Personal,228359.7,13.98,Active,04-06-2025
L402049,C104305,Home,492799.78,10.85,Rejected,25-03-2025
L402050,C101150,Education,1485945.86,10.45,Closed,04-03-2026
L402051,C101669,Auto,600720.51,11.98,Rejected,17-03-2024
L402052,C101834,Personal,545393.84,12.13,Closed,17-04-2025
L402053,C104669,Personal,271451.83,10.06,Closed,04-11-2024
L402054,C101398,Auto,1549234.98,11.47,Active,26-09-2025
L402055,C101559,Personal,359573.92,10.6,Active,24-09-2024
L402056,C101077,Personal,200246.34,8.1,Closed,16-05-2024
L402057,C101325,Home,305707.8,8.63,Rejected,15-12-2023
L402058,C103877,Auto,312884.5,14.97,Active,04-11-2024
L402059,C103066,Personal,199656.1,8.18,Active,21-06-2025
L402060,C104273,Personal,1257180.87,12.29,Rejected,01-10-2024
L402061,C102674,Education,413515.98,11.43,Active,08-08-2025
L402062,C102729,Education,324695.65,8.28,Closed,30-06-2026
L402063,C102400,Education,265098.07,7.17,Closed,02-09-2025
L402064,C104254,Auto,571032.62,13.96,Active,07-06-2025
L402065,C102919,Auto,150021.32,13.7,Active,04-08-2023
L402066,C101371,Home,5000000,7.3,Active,05-02-2024
L402067,C101855,Auto,584805.79,15.27,Closed,21-05-2024
L402068,C103792,Home,131144.4,15.06,Active,02-07-2023
L402069,C101497,Home,369868.31,14.13,Closed,03-03-2024
L402070,C102274,Education,113551.54,12.74,Rejected,03-12-2024
L402071,C104002,Education,153508.45,9.72,Active,19-11-2024
L402072,C102580,Education,798195.17,15.05,Closed,26-06-2026
L402073,C102943,Education,223961.09,7.44,Active,12-06-2026
L402074,C103754,Home,1697239.49,7.17,Active,25-01-2025
L402075,C102227,Education,342804.91,13.83,Active,30-01-2026
L402076,C103956,Auto,185119.67,14.39,Active,19-05-2025
L402077,C102067,Personal,384596.56,13.3,Closed,27-09-2023
L402078,C104423,Auto,1235900.53,9.36,Closed,04-01-2026
L402079,C102282,Home,749486.35,14.09,Active,02-05-2025
L402080,C103629,Education,892894.76,7.09,Active,08-02-2024
L402081,C100608,Auto,128402.14,8.69,Closed,28-04-2024
L402082,C102760,Home,548251.23,11.78,Active,27-11-2024
L402083,C103445,Business,425010.3,9.83,Closed,30-04-2024
L402084,C101996,Personal,253355.12,11.29,Closed,09-05-2025
L402085,C102370,Personal,1091501.8,14.2,Closed,14-01-2024
L402086,C103173,Education,331095.79,11.62,Rejected,03-10-2023
L402087,C104106,Business,443753.04,12.05,Closed,20-02-2024
L402088,C100801,Auto,862629.28,9.74,Closed,06-02-2023
L402089,C100082,Home,192752.37,10.48,Defaulted,24-12-2025
L402090,C100875,Personal,791972.69,13.37,Closed,26-08-2023
L402091,C100078,Personal,446783.63,7.68,Active,03-03-2023
L402092,C102542,Home,334389.05,9.93,Active,12-12-2024
L402093,C100582,Education,524438.99,9.7,Closed,28-12-2024
L402094,C100521,Auto,1189333.6,11.82,Active,21-01-2025
L402095,C103416,Personal,384187.32,7.32,Closed,03-03-2023
L402096,C104911,Personal,299310.25,13.91,Closed,26-09-2024
L402097,C103184,Personal,216798.4,15.18,Closed,12-07-2025
L402098,C101209,Auto,861759.88,10.39,Active,08-08-2023
L402099,C100395,Education,1286318.56,14.8,Defaulted,15-06-2026
L402100,C101479,Auto,311496.76,13.09,Rejected,28-04-2025
L402101,C102782,Education,385440.79,12.58,Active,15-08-2023
L402102,C103753,Personal,137256.93,9.61,Active,27-02-2023
L402103,C102507,Personal,1161720.58,8.1,Rejected,17-01-2023
L402104,C104382,Auto,421023.18,13.04,Active,12-02-2025
L402105,C103675,Home,831458.85,14.45,Closed,13-02-2025
L402106,C101407,Auto,437279.87,11.98,Closed,11-04-2025
L402107,C104510,Business,1965818.44,11.78,Active,29-01-2025
L402108,C100958,Personal,628003.66,10.38,Closed,12-08-2023
L402109,C104834,Personal,576289.5,15,Closed,11-08-2025
L402110,C104358,Personal,363980.48,13.49,Active,17-06-2026
L402111,C101319,Personal,346996.38,11.26,Active,05-06-2024
L402112,C101288,Home,444411.91,8.81,Rejected,05-05-2025
L402113,C101898,Personal,777747.39,13.78,Closed,02-02-2024
L402114,C104361,Auto,734616.56,9.16,Rejected,26-01-2026
L402115,C100917,Education,130114.68,12.37,Active,16-04-2023
L402116,C104802,Home,2057505.86,13.76,Active,24-01-2023
L402117,C104457,Home,391281.53,10.32,Active,24-02-2023
L402118,C104902,Auto,564078.63,13.66,Active,13-06-2026
L402119,C103647,Home,123195.87,7.05,Rejected,21-07-2023
L402120,C103390,Auto,561845.87,9.24,Closed,10-12-2025
L402121,C103670,Education,227875.79,14.45,Closed,28-07-2024
L402122,C103626,Personal,530618.12,10.78,Active,15-05-2023
L402123,C101200,Education,330230.01,10.89,Active,15-09-2025
L402124,C100716,Home,123290.45,10.77,Rejected,30-10-2023
L402125,C101226,Business,353970.72,13.69,Active,13-07-2025
L402126,C102377,Personal,605663.33,14.11,Closed,11-02-2023
L402127,C101707,Personal,301510.35,13.57,Active,26-07-2024
L402128,C103672,Home,640531.89,12.03,Closed,22-03-2025
L402129,C100040,Auto,397298.36,12.55,Closed,08-04-2026
L402130,C101219,Home,437899.27,14.32,Active,24-07-2024
L402131,C102210,Home,149265.95,12.08,Active,19-07-2025
L402132,C103541,Education,469295.18,14.29,Closed,02-09-2025
L402133,C102941,Personal,810419.98,8.94,Active,07-05-2024
L402134,C100564,Home,1106978.33,12.51,Rejected,18-10-2025
L402135,C100622,Personal,1150774.53,13.15,Rejected,12-04-2025
L402136,C104814,Personal,400156.31,7.21,Active,31-07-2024
L402137,C103072,Education,436384.43,14.27,Active,06-04-2024
L402138,C102635,Personal,731590.84,11.64,Rejected,06-03-2026
L402139,C100451,Personal,3547755.37,11.19,Active,03-08-2023
L402140,C104051,Personal,183051.91,8.18,Rejected,16-03-2024
L402141,C104259,Education,1620501.32,11.87,Active,21-01-2025
L402142,C103502,Auto,327765.94,9.4,Rejected,19-10-2025
L402143,C101631,Home,339482.56,12.04,Active,13-03-2025
L402144,C104210,Business,369829.02,13.92,Closed,04-05-2025
L402145,C104437,Personal,886932.72,10.75,Active,05-12-2025
L402146,C100752,Auto,507586,11.05,Active,28-11-2023
L402147,C104232,Auto,291046.31,9.98,Active,30-04-2024
L402148,C101366,Home,588113.73,12.57,Closed,02-09-2023
L402149,C102524,Auto,210385.52,9.75,Active,08-06-2023
L402150,C103339,Home,200212.66,13.57,Active,21-07-2024
L402151,C103052,Home,635281.79,7.17,Active,15-10-2025
L402152,C102434,Education,430996.82,8.01,Active,07-06-2025
L402153,C102831,Home,155319.27,10.23,Closed,10-10-2023
L402154,C104373,Auto,1184775.79,10.03,Active,09-09-2025
L402155,C101404,Personal,1211975.88,15.2,Closed,12-04-2026
L402156,C101155,Home,884055.97,11.81,Defaulted,31-03-2024
L402157,C100648,Home,841701.71,13.01,Active,01-05-2026
L402158,C100899,Business,383710.92,9.49,Active,06-01-2025
L402159,C101812,Auto,146326.06,14.26,Rejected,03-05-2023
L402160,C104263,Auto,1728904.14,11.47,Active,26-11-2025
L402161,C100958,Personal,1025358.82,9.19,Rejected,23-07-2023
L402162,C101370,Auto,5000000,11.69,Rejected,26-11-2023
L402163,C104541,Home,501749.7,11.98,Closed,17-06-2026
L402164,C104305,Education,1366844.29,12.04,Active,24-10-2025
L402165,C104122,Home,1148456.18,7.27,Active,13-01-2023
L402166,C103162,Auto,751701.99,13.35,Rejected,16-06-2024
L402167,C103228,Auto,562579.94,9.33,Active,18-10-2023
L402168,C104405,Personal,930471.73,14.81,Closed,17-03-2026
L402169,C103869,Personal,1238845.81,8.44,Active,22-04-2026
L402170,C100842,Auto,492524.96,7.23,Active,19-12-2025
L402171,C103041,Education,199492.13,14.29,Active,17-04-2025
L402172,C104797,Auto,625552.58,15.03,Active,11-06-2025
L402173,C104360,Personal,673718.22,9.39,Rejected,03-09-2023
L402174,C104777,Personal,74600.75,7.44,Closed,03-02-2024
L402175,C101674,Business,877393.6,7.9,Rejected,26-03-2024
L402176,C100975,Home,236186.43,12.49,Rejected,01-04-2024
L402177,C104431,Education,625688.98,8.78,Closed,25-06-2024
L402178,C102661,Personal,802117.2,12.81,Closed,12-05-2026
L402179,C104024,Business,731297.66,11.27,Active,26-01-2026
L402180,C101438,Personal,260490.99,14.97,Active,30-05-2024
L402181,C101286,Personal,261426.88,11.86,Active,05-06-2026
L402182,C101152,Personal,220100.72,9.17,Closed,20-03-2026
L402183,C102189,Personal,319955.81,15.35,Rejected,11-03-2026
L402184,C101152,Home,2250921.64,11.16,Active,17-06-2025
L402185,C104286,Auto,470298.68,10.98,Closed,06-09-2023
L402186,C102326,Education,520085.96,15.24,Active,04-08-2024
L402187,C101938,Education,89248.37,15.14,Closed,27-11-2025
L402188,C103456,Education,156788.51,7.3,Active,04-09-2023
L402189,C104169,Business,655298.26,9.15,Active,08-10-2025
L402190,C101582,Auto,344225.14,7.64,Active,21-11-2023
L402191,C103398,Business,340399.3,8.36,Closed,30-04-2025
L402192,C102586,Home,329975.64,14.58,Closed,28-01-2024
L402193,C100601,Business,474799.61,13.94,Active,01-04-2024
L402194,C101244,Auto,511671.31,7.78,Closed,28-03-2024
L402195,C104108,Auto,283516.19,9.62,Active,09-02-2026
L402196,C101182,Home,1295009.24,7.96,Closed,03-10-2024
L402197,C101292,Auto,446741.37,10.12,Active,06-06-2026
L402198,C103267,Personal,142535.97,14.88,Active,09-07-2025
L402199,C101656,Education,1089071.94,14.35,Closed,29-01-2026
L402200,C100777,Personal,616942.97,11.16,Closed,28-03-2023
L402201,C103445,Auto,162094.57,10.9,Closed,10-08-2025
L402202,C104251,Education,1372167.26,13.59,Active,02-03-2025
L402203,C101364,Home,609352.97,8.09,Active,22-11-2025
L402204,C100829,Home,813662.93,9.84,Closed,30-10-2025
L402205,C100239,Home,772358.64,15.43,Rejected,24-03-2023
L402206,C103574,Home,155528.89,11.93,Rejected,31-10-2023
L402207,C104811,Auto,354234.59,7.34,Active,22-07-2023
L402208,C102547,Personal,513460.43,11.79,Closed,05-06-2023
L402209,C104851,Personal,374694.31,8.76,Rejected,24-01-2024
L402210,C101113,Business,175534.47,12.95,Active,24-03-2024
L402211,C100685,Business,1733563.75,13.29,Defaulted,30-05-2025
L402212,C100937,Auto,282540.74,8.55,Active,26-12-2025
L402213,C104121,Personal,1305388.04,11.95,Closed,19-07-2023
L402214,C102797,Personal,449316.26,11.5,Closed,14-01-2023
L402215,C102371,Business,1491584.9,13.86,Closed,21-02-2026
L402216,C104856,Personal,215610.16,9.73,Rejected,03-05-2024
L402217,C102635,Auto,587124.19,12.3,Active,10-07-2025
L402218,C101297,Personal,323667.78,11.28,Active,14-04-2026
L402219,C103719,Education,2702497.14,11.31,Closed,17-04-2025
L402220,C102266,Education,189217.04,9.95,Active,14-03-2023
L402221,C100573,Auto,300523.02,7.34,Active,28-06-2026
