complaint_id,customer_id,complaint_date,category,resolution_days,satisfaction_score
CP500520,C103880,15-05-2025,Card Issue,14,3
CP500521,C101309,19-03-2025,Service,14,3
CP500522,C104945,03-05-2026,App/Internet Banking,6,2
CP500523,C100467,07-02-2025,Loan Issue,15,5
CP500524,C104973,10-07-2025,Service,5,3
CP500525,C103333,31-12-2025,Transaction Issue,9,5
CP500526,C104572,05-02-2026,Loan Issue,11,3
CP500527,C100993,09-02-2026,Fraud/Security,15,3
CP500528,C103687,03-03-2025,Fraud/Security,8,4
CP500529,C100457,07-01-2025,Fraud/Security,1,4
CP500530,C103824,25-07-2025,Transaction Issue,10,3
CP500531,C103664,02-06-2026,Fraud/Security,13,2
CP500532,C100966,19-05-2025,Service,14,4
CP500533,C103523,03-01-2025,Loan Issue,5,5
CP500534,C104713,29-11-2025,Service,9,5
CP500535,C104108,31-05-2025,Transaction Issue,3,2
CP500536,C101895,07-10-2025,App/Internet Banking,11,3
CP500537,C102217,15-05-2026,App/Internet Banking,6,5
CP500538,C103785,10-06-2026,Fraud/Security,13,5
CP500539,C103080,19-04-2025,Service,3,1
CP500540,C102824,20-08-2025,Loan Issue,10,5
CP500541,C102831,02-03-2025,Loan Issue,11,5
CP500542,C101640,25-12-2025,Card Issue,4,3
CP500543,C102808,09-06-2025,Service,5,4
CP500544,C102571,15-05-2026,Transaction Issue,3,1
CP500545,C101488,07-05-2025,Service,5,2
CP500546,C100751,17-03-2025,App/Internet Banking,7,2
CP500547,C103022,24-02-2026,App/Internet Banking,5,4
CP500548,C104075,23-06-2026,Loan Issue,2,5
CP500549,C104660,04-04-2026,Card Issue,9,1
CP500550,C100567,21-02-2025,Loan Issue,12,3
CP500551,C104303,27-10-2025,Transaction Issue,14,5
CP500552,C104526,04-12-2025,Loan Issue,4,3
CP500553,C100513,25-05-2025,Fraud/Security,9,4
CP500554,C104202,20-01-2026,Transaction Issue,12,3
CP500555,C104752,04-06-2025,Transaction Issue,15,4
CP500556,C100874,02-10-2025,App/Internet Banking,2,3
CP500557,C103312,27-03-2025,Transaction Issue,10,4
CP500558,C104827,22-03-2026,Loan Issue,2,4
CP500559,C104315,04-11-2025,Service,3,1
CP500560,C103411,25-01-2025,Loan Issue,7,3
CP500561,C104394,27-01-2026,Service,13,4
CP500562,C102949,09-05-2025,Card Issue,14,5
CP500563,C103365,06-03-2026,Service,12,4
CP500564,C100943,13-01-2026,Card Issue,4,2
CP500565,C100926,16-10-2025,Fraud/Security,9,1
CP500566,C100944,27-03-2025,Transaction Issue,6,3
CP500567,C104468,09-10-2025,App/Internet Banking,6,4
CP500568,C103158,06-05-2026,Service,11,4
CP500569,C102231,25-11-2025,Fraud/Security,6,2
CP500570,C103165,07-02-2025,Loan Issue,7,4
CP500571,C101266,29-03-2026,Service,15,5
CP500572,C103452,15-07-2025,Transaction Issue,11,5
CP500573,C101463,24-04-2025,Service,8,3
CP500574,C103868,09-10-2025,Card Issue,10,3
CP500575,C104193,13-05-2025,Transaction Issue,5,4
CP500576,C100853,07-03-2026,Fraud/Security,3,4
CP500577,C101676,05-03-2026,Transaction Issue,8,4
CP500578,C104665,17-02-2025,Service,8,2
CP500579,C104161,10-02-2026,Transaction Issue,10,5
CP500580,C104744,23-02-2025,Card Issue,13,4
CP500581,C103964,20-03-2025,Card Issue,8,4
CP500582,C103465,05-04-2026,Loan Issue,15,2
CP500583,C102122,17-03-2026,Loan Issue,6,4
CP500584,C103989,11-06-2026,Card Issue,7,5
CP500585,C102066,27-04-2026,App/Internet Banking,12,4
CP500586,C102295,10-10-2025,Loan Issue,6,5
CP500587,C101221,08-02-2026,Fraud/Security,9,4
CP500588,C100038,08-09-2025,Fraud/Security,12,1
CP500589,C102569,21-11-2025,Card Issue,8,3
CP500590,C104433,31-10-2025,Service,2,2
CP500591,C103464,21-12-2025,App/Internet Banking,1,4
CP500592,C100577,13-04-2025,Transaction Issue,8,5
CP500593,C101541,28-12-2025,Card Issue,1,5
CP500594,C100378,20-06-2025,Loan Issue,6,1
CP500595,C103998,07-04-2026,Loan Issue,15,4
CP500596,C101959,30-03-2025,Loan Issue,9,4
CP500597,C102811,21-02-2025,App/Internet Banking,15,4
CP500598,C104410,05-09-2025,Fraud/Security,14,1
CP500599,C102931,12-07-2025,App/Internet Banking,8,5
CP500600,C103781,06-06-2026,Service,3,5
CP500601,C101605,12-04-2025,Card Issue,13,4
CP500602,C100694,30-05-2025,Transaction Issue,15,4
CP500603,C100657,27-02-2025,Card Issue,6,5
CP500604,C103805,01-05-2026,App/Internet Banking,15,1
CP500605,C101290,09-02-2025,App/Internet Banking,6,4
CP500606,C104994,01-06-2025,Transaction Issue,12,4
CP500607,C104897,29-08-2025,Service,11,5
CP500608,C101447,19-11-2025,Loan Issue,6,5
CP500609,C103240,14-07-2025,Transaction Issue,9,4
CP500610,C102774,27-12-2025,Loan Issue,1,1
CP500611,C103172,03-01-2026,Card Issue,4,5
CP500612,C101921,30-03-2026,Transaction Issue,5,5
CP500613,C100306,17-02-2026,Loan Issue,5,4
CP500614,C102530,03-11-2025,Loan Issue,1,5
CP500615,C103029,18-10-2025,App/Internet Banking,5,1
CP500616,C104879,01-04-2025,App/Internet Banking,1,2
CP500617,C100739,15-05-2025,Service,15,4
CP500618,C102283,05-08-2025,Service,3,5
CP500619,C100695,11-03-2026,Loan Issue,11,4
CP500620,C104671,05-10-2025,App/Internet Banking,11,5
CP500621,C102273,04-03-2026,App/Internet Banking,14,5
CP500622,C101267,30-09-2025,Card Issue,7,4
CP500623,C104497,26-08-2025,Transaction Issue,12,4
CP500624,C103025,28-10-2025,Transaction Issue,14,5
CP500625,C102836,18-02-2026,Transaction Issue,14,4
CP500626,C103728,28-09-2025,Card Issue,7,4
CP500627,C101323,23-04-2025,Service,14,4
CP500628,C104844,23-07-2025,Loan Issue,1,3
CP500629,C103031,08-04-2025,Card Issue,13,4
CP500630,C100323,12-01-2025,Fraud/Security,8,3
CP500631,C103918,06-10-2025,Service,6,3
CP500632,C101574,18-05-2026,Service,12,4
CP500633,C104788,10-08-2025,Fraud/Security,2,3
CP500634,C102181,02-06-2026,App/Internet Banking,7,5
CP500635,C102643,14-12-2025,Fraud/Security,14,5
CP500636,C101596,22-05-2026,Fraud/Security,2,4
CP500637,C101323,15-05-2026,Card Issue,15,3
CP500638,C100760,14-09-2025,Loan Issue,13,2
CP500639,C103103,18-08-2025,Fraud/Security,9,3
CP500640,C104866,06-12-2025,Service,10,4
CP500641,C101455,03-09-2025,Service,15,4
CP500642,C100516,08-09-2025,Loan Issue,15,5
CP500643,C100541,10-10-2025,App/Internet Banking,1,5
CP500644,C101796,27-04-2026,App/Internet Banking,13,2
CP500645,C102673,19-09-2025,Transaction Issue,4,4
CP500646,C100441,30-01-2025,Loan Issue,10,5
CP500647,C102763,11-03-2026,Transaction Issue,9,4
CP500648,C103666,02-12-2025,Transaction Issue,10,4
CP500649,C101381,04-09-2025,Fraud/Security,3,4
CP500650,C101656,17-03-2025,App/Internet Banking,3,4
CP500651,C103400,02-01-2025,Card Issue,9,3
CP500652,C100544,24-05-2026,Transaction Issue,8,5
CP500653,C104249,20-05-2026,Card Issue,10,5
CP500654,C104090,01-12-2025,App/Internet Banking,4,4
CP500655,C104590,18-01-2026,Service,10,3
CP500656,C102880,10-06-2025,Transaction Issue,15,3
CP500657,C101214,16-03-2025,Transaction Issue,8,4
CP500658,C104907,06-08-2025,App/Internet Banking,15,3
CP500659,C100004,09-01-2026,Transaction Issue,1,4
CP500660,C102286,10-11-2025,Transaction Issue,12,5
CP500661,C103034,07-04-2025,Card Issue,5,2
CP500662,C100068,10-11-2025,Loan Issue,4,3
CP500663,C102076,06-08-2025,Transaction Issue,7,5
CP500664,C104488,29-06-2026,Transaction Issue,15,3
CP500665,C103655,08-06-2025,Service,2,3
CP500666,C102274,22-01-2025,Transaction Issue,13,4
CP500667,C104282,26-03-2025,App/Internet Banking,13,2
CP500668,C101273,19-12-2025,App/Internet Banking,13,4
CP500669,C103640,23-09-2025,Loan Issue,10,3
CP500670,C104700,31-03-2025,Transaction Issue,8,4
CP500671,C100455,10-04-2025,Service,10,3
CP500672,C101264,02-10-2025,App/Internet Banking,7,4
CP500673,C101184,10-02-2026,Service,6,2
CP500674,C104992,24-03-2026,Loan Issue,10,4
CP500675,C101857,03-01-2026,Service,7,4
CP500676,C100905,08-04-2025,App/Internet Banking,2,2
CP500677,C104450,15-04-2025,Transaction Issue,2,4
CP500678,C104513,22-12-2025,Transaction Issue,12,4
CP500679,C101087,12-03-2025,Loan Issue,12,3
CP500680,C102227,08-02-2025,Transaction Issue,3,5
CP500681,C101978,23-05-2026,App/Internet Banking,10,4
CP500682,C102068,29-06-2026,Card Issue,3,3
CP500683,C104048,14-02-2025,Loan Issue,5,4
CP500684,C102871,08-03-2026,Fraud/Security,14,4
CP500685,C104773,27-05-2026,Card Issue,3,1
CP500686,C103461,28-08-2025,Transaction Issue,15,4
CP500687,C102471,24-01-2025,Transaction Issue,8,4
CP500688,C102196,13-01-2026,App/Internet Banking,1,5
CP500689,C104490,20-02-2026,Service,8,3
CP500690,C102993,29-01-2026,Card Issue,2,4
CP500691,C100515,12-10-2025,Service,4,2
CP500692,C102525,07-06-2025,App/Internet Banking,14,4
CP500693,C100700,03-10-2025,Transaction Issue,12,5
CP500694,C103577,17-05-2025,Transaction Issue,15,4
CP500695,C103207,27-10-2025,Card Issue,10,1
CP500696,C104275,04-01-2025,Card Issue,13,1
CP500697,C100917,07-01-2026,Service,12,3
CP500698,C100119,03-04-2026,Transaction Issue,11,5
CP500699,C104899,13-07-2025,Transaction Issue,14,4
CP500700,C103204,08-02-2025,Service,12,4
CP500701,C103571,06-04-2026,App/Internet Banking,5,4
CP500702,C104626,07-12-2025,Fraud/Security,6,5
CP500703,C103675,30-12-2025,Loan Issue,10,5
CP500704,C101575,08-06-2025,Transaction Issue,15,4
CP500705,C103896,26-05-2026,Service,1,1
CP500706,C103845,23-10-2025,Transaction Issue,10,4
CP500707,C100710,12-08-2025,Loan Issue,1,3
CP500708,C104913,17-03-2025,Service,4,5
CP500709,C100722,17-01-2026,Transaction Issue,14,4
CP500710,C101263,09-10-2025,Loan Issue,4,4
CP500711,C100792,22-03-2026,Card Issue,10,2
CP500712,C103118,23-05-2025,App/Internet Banking,9,1
CP500713,C102813,19-12-2025,Loan Issue,10,2
CP500714,C100748,27-05-2025,Transaction Issue,7,4
CP500715,C104063,18-10-2025,Transaction Issue,9,4
CP500716,C100543,23-10-2025,App/Internet Banking,8,4
CP500717,C104436,11-05-2025,Fraud/Security,14,4
CP500718,C104120,16-02-2025,App/Internet Banking,14,5
CP500719,C104812,09-06-2026,Transaction Issue,14,5
CP500720,C101571,10-06-2026,Transaction Issue,10,5
CP500721,C102760,11-04-2025,Transaction Issue,12,4
CP500722,C103465,15-02-2025,App/Internet Banking,7,2
CP500723,C100248,29-11-2025,App/Internet Banking,4,4
CP500724,C101568,23-01-2025,Service,12,4
CP500725,C104013,17-01-2025,Service,9,1
CP500726,C102475,28-08-2025,Card Issue,10,3
CP500727,C100161,13-04-2026,Card Issue,2,1
CP500728,C101804,27-05-2025,Fraud/Security,8,1
CP500729,C101501,08-07-2025,Transaction Issue,10,2
CP500730,C103118,01-02-2025,Service,10,3
CP500731,C100133,15-05-2025,Fraud/Security,4,3
CP500732,C104578,01-04-2026,Loan Issue,13,3
CP500733,C103912,09-04-2026,Transaction Issue,3,3
CP500734,C101682,01-02-2026,Transaction Issue,14,5
CP500735,C103542,12-12-2025,Service,6,4
CP500736,C103466,02-01-2026,Transaction Issue,4,4
CP500737,C102951,08-06-2025,App/Internet Banking,7,3
CP500738,C104731,27-10-2025,Card Issue,7,1
CP500739,C101446,01-01-2026,Transaction Issue,1,1
CP500740,C101720,15-06-2026,Fraud/Security,10,4
CP500741,C102572,13-05-2026,Card Issue,15,3
CP500742,C104161,11-08-2025,Transaction Issue,5,5
CP500743,C101468,14-12-2025,Card Issue,3,4
CP500744,C102543,05-06-2026,Service,8,4
CP500745,C101910,27-04-2026,Card Issue,8,4
CP500746,C104057,02-11-2025,Transaction Issue,5,3
CP500747,C100432,10-02-2026,App/Internet Banking,2,4
CP500748,C103353,31-05-2026,App/Internet Banking,7,4
CP500749,C100049,08-08-2025,App/Internet Banking,8,5
CP500750,C100057,08-10-2025,Transaction Issue,1,4
CP500751,C100324,29-06-2025,Card Issue,7,1
CP500752,C103292,23-03-2025,Service,1,1
CP500753,C100320,14-12-2025,App/Internet Banking,10,3
CP500754,C100067,06-01-2026,Loan Issue,10,4
CP500755,C104397,20-01-2026,Service,1,2
CP500756,C101291,11-02-2026,Loan Issue,13,4
CP500757,C104195,16-04-2026,Card Issue,9,4
CP500758,C102779,15-03-2025,Service,1,4
CP500759,C103602,07-05-2025,Card Issue,3,4
CP500760,C103308,03-06-2026,Card Issue,3,1
CP500761,C103193,13-11-2025,Service,2,4
CP500762,C104244,16-11-2025,Loan Issue,15,1
CP500763,C102194,20-12-2025,Fraud/Security,9,4
CP500764,C103633,14-04-2026,Transaction Issue,9,3
CP500765,C103000,29-03-2026,Transaction Issue,10,2
CP500766,C101195,10-11-2025,Transaction Issue,10,4
CP500767,C101788,18-05-2026,App/Internet Banking,4,3
CP500768,C104452,17-07-2025,Loan Issue,3,3
CP500769,C102992,04-03-2025,Service,2,3
CP500770,C102045,16-05-2025,Transaction Issue,1,4
CP500771,C102535,23-03-2025,Transaction Issue,3,2
CP500772,C100940,16-03-2026,Fraud/Security,1,2
CP500773,C102989,15-01-2026,Transaction Issue,4,2
CP500774,C100291,31-05-2026,Card Issue,12,5
CP500775,C103152,16-12-2025,Loan Issue,14,5
CP500776,C102274,09-07-2025,App/Internet Banking,3,2
CP500777,C102992,22-02-2026,App/Internet Banking,7,2
CP500778,C103082,08-12-2025,Service,14,5
CP500779,C102850,07-06-2025,Card Issue,11,1
CP500780,C101242,28-06-2025,Transaction Issue,15,4
CP500781,C104650,12-01-2026,App/Internet Banking,5,5
CP500782,C100903,14-03-2025,Loan Issue,1,2
CP500783,C102044,16-06-2025,Service,6,4
CP500784,C100308,27-01-2026,App/Internet Banking,11,4
CP500785,C100491,10-01-2026,Card Issue,4,4
CP500786,C104714,08-01-2026,Card Issue,11,5
CP500787,C103943,26-01-2025,Service,12,1
CP500788,C104810,26-01-2026,Service,13,4
CP500789,C100575,27-09-2025,Service,14,3
CP500790,C102770,01-07-2025,Service,9,3
CP500791,C101945,11-11-2025,App/Internet Banking,9,3
CP500792,C104998,08-11-2025,Fraud/Security,8,2
CP500793,C101043,03-04-2025,Card Issue,6,4
CP500794,C104080,02-04-2025,Transaction Issue,7,1
CP500795,C102387,16-06-2025,App/Internet Banking,5,5
CP500796,C102070,23-08-2025,Transaction Issue,10,3
CP500797,C104913,10-01-2025,Loan Issue,5,3
CP500798,C104214,01-12-2025,Fraud/Security,1,5
CP500799,C101516,30-06-2026,Transaction Issue,6,1
CP500800,C103314,26-03-2025,Loan Issue,9,4
CP500801,C104757,15-07-2025,App/Internet Banking,2,4
CP500802,C102535,21-05-2026,Loan Issue,2,4
CP500803,C102733,12-05-2025,App/Internet Banking,13,4
CP500804,C102690,11-03-2026,Loan Issue,2,4
CP500805,C101844,22-10-2025,Card Issue,12,1
CP500806,C102354,22-09-2025,Loan Issue,7,4
CP500807,C102603,11-11-2025,Card Issue,2,4
CP500808,C104203,10-06-2026,App/Internet Banking,10,3
CP500809,C102699,21-02-2026,App/Internet Banking,14,4
CP500810,C104417,30-09-2025,Card Issue,7,1
CP500811,C100670,07-02-2026,Loan Issue,2,4
CP500812,C103916,28-06-2025,App/Internet Banking,2,5
CP500813,C101472,03-03-2026,Fraud/Security,8,4
CP500814,C102298,22-05-2025,Loan Issue,13,5
CP500815,C101029,20-05-2026,Card Issue,4,3
CP500816,C101973,17-06-2026,Fraud/Security,9,2
CP500817,C103864,21-01-2026,Transaction Issue,5,4
CP500818,C102735,13-03-2026,Card Issue,6,4
CP500819,C101407,15-06-2026,Service,2,5
CP500820,C101870,01-04-2026,Transaction Issue,8,3
CP500821,C100435,24-05-2025,Transaction Issue,12,3
CP500822,C104484,01-05-2025,Card Issue,4,1
CP500823,C102920,05-01-2025,Card Issue,13,4
CP500824,C102851,12-03-2025,Loan Issue,12,4
CP500825,C100429,02-05-2026,Service,3,3
CP500826,C101125,20-02-2026,Loan Issue,3,5
CP500827,C102434,03-08-2025,Card Issue,12,5
CP500828,C104981,25-04-2026,Service,7,5
CP500829,C102533,10-03-2026,Service,10,5
CP500830,C102685,20-03-2025,Loan Issue,15,3
CP500831,C103961,06-02-2026,Service,3,5
CP500832,C100835,13-03-2026,App/Internet Banking,4,5
CP500833,C103734,15-07-2025,Loan Issue,6,4
CP500834,C102838,27-05-2025,Card Issue,3,4
CP500835,C104628,27-05-2025,Loan Issue,5,3
CP500836,C104929,12-04-2026,App/Internet Banking,7,5
CP500837,C103923,24-03-2025,Fraud/Security,13,5
CP500838,C103575,27-08-2025,Transaction Issue,1,1
CP500839,C100521,25-08-2025,Transaction Issue,4,4
CP500840,C100940,25-10-2025,App/Internet Banking,3,3
CP500841,C101782,11-02-2026,Loan Issue,9,4
CP500842,C104615,24-03-2026,Loan Issue,13,5
CP500843,C104413,25-06-2026,Transaction Issue,8,2
CP500844,C104549,06-01-2026,Fraud/Security,15,3
CP500845,C102423,20-08-2025,Loan Issue,15,2
CP500846,C103669,10-03-2025,Card Issue,15,4
CP500847,C104374,06-05-2025,Card Issue,6,4
CP500848,C102830,28-04-2026,Loan Issue,3,2
CP500849,C100597,24-11-2025,Service,9,3
CP500850,C103024,20-11-2025,Service,10,4
CP500851,C103078,11-01-2025,Transaction Issue,6,4
CP500852,C100058,18-02-2025,Service,6,3
CP500853,C103136,12-06-2025,App/Internet Banking,10,2
CP500854,C100374,19-04-2026,Fraud/Security,11,2
CP500855,C100349,26-04-2026,Service,14,4
CP500856,C100147,15-11-2025,App/Internet Banking,11,4
CP500857,C104745,29-01-2026,Service,6,1
CP500858,C101860,19-02-2026,Fraud/Security,2,4
CP500859,C103418,13-08-2025,App/Internet Banking,1,2
CP500860,C102670,01-04-2025,Loan Issue,1,4
CP500861,C102647,21-03-2026,Loan Issue,2,5
CP500862,C102014,21-10-2025,Fraud/Security,4,2
CP500863,C103402,30-05-2025,Transaction Issue,2,4
CP500864,C104043,25-01-2026,Transaction Issue,4,1
CP500865,C100947,18-04-2025,Loan Issue,1,1
CP500866,C100609,22-02-2026,App/Internet Banking,4,2
CP500867,C102869,18-05-2025,Card Issue,12,3
CP500868,C101717,03-10-2025,Transaction Issue,2,3
CP500869,C103780,23-09-2025,App/Internet Banking,11,5
CP500870,C101513,03-08-2025,Service,8,4
CP500871,C102473,06-01-2026,App/Internet Banking,14,3
CP500872,C100991,17-01-2025,Service,3,3
CP500873,C102863,04-08-2025,Fraud/Security,7,5
CP500874,C102431,31-03-2025,Card Issue,10,4
CP500875,C102359,04-04-2026,Service,3,3
CP500876,C100168,13-04-2026,Card Issue,15,4
CP500877,C103276,23-12-2025,App/Internet Banking,8,3
CP500878,C101327,03-01-2026,Loan Issue,13,3
CP500879,C102607,23-06-2025,Service,3,1
CP500880,C104193,29-03-2025,Card Issue,8,5
CP500881,C101065,31-03-2026,Fraud/Security,5,5
CP500882,C102348,06-03-2025,Transaction Issue,13,4
CP500883,C102977,02-12-2025,Loan Issue,8,2
CP500884,C100236,08-03-2025,App/Internet Banking,6,5
CP500885,C100495,05-06-2026,Card Issue,10,4
CP500886,C103204,22-05-2025,Transaction Issue,11,1
CP500887,C104377,04-06-2025,Card Issue,8,3
CP500888,C101470,01-12-2025,Transaction Issue,7,4
CP500889,C104118,27-01-2025,Service,5,1
CP500890,C104402,06-07-2025,App/Internet Banking,1,5
CP500891,C100045,12-05-2025,Service,3,4
CP500892,C104249,18-03-2026,Card Issue,6,1
CP500893,C102180,08-01-2025,Service,14,2
CP500894,C102759,12-07-2025,Transaction Issue,13,3
CP500895,C104707,23-07-2025,Service,10,4
CP500896,C101439,15-12-2025,Fraud/Security,15,5
CP500897,C104620,28-08-2025,Card Issue,15,4
CP500898,C102865,23-06-2025,Transaction Issue,12,3
CP500899,C102499,01-04-2026,Service,3,2
CP500900,C101153,09-09-2025,Card Issue,8,4
CP500901,C102369,19-05-2025,Transaction Issue,8,4
CP500902,C100531,10-03-2026,Fraud/Security,15,3
CP500903,C100314,16-01-2026,Service,2,2
CP500904,C101116,06-03-2026,Service,5,2
CP500905,C102184,06-02-2025,Service,4,1
CP500906,C102884,17-09-2025,App/Internet Banking,13,5
CP500907,C102221,09-06-2025,Service,3,3
CP500908,C104340,22-05-2025,Fraud/Security,11,4
CP500909,C103572,22-02-2026,Service,15,4
CP500910,C103339,26-05-2026,Transaction Issue,11,4
CP500911,C101969,13-10-2025,Transaction Issue,5,3
CP500912,C102613,02-06-2025,App/Internet Banking,5,4
CP500913,C100334,21-05-2025,Card Issue,9,2
CP500914,C104497,30-04-2026,Card Issue,15,5
CP500915,C100599,15-03-2025,App/Internet Banking,11,2
CP500916,C104162,15-02-2025,Fraud/Security,10,4
CP500917,C103832,28-07-2025,Transaction Issue,4,5
CP500918,C104580,22-01-2025,Transaction Issue,11,4
CP500919,C102748,10-06-2025,App/Internet Banking,14,3
CP500920,C101377,03-03-2026,Service,4,4
CP500921,C102643,26-04-2026,App/Internet Banking,8,4
CP500922,C103746,10-07-2025,Card Issue,11,5
CP500923,C101704,02-03-2026,Card Issue,1,5
CP500924,C103790,20-03-2025,Card Issue,7,2
CP500925,C100261,28-08-2025,Service,3,3
CP500926,C101260,25-04-2025,App/Internet Banking,13,4
CP500927,C104209,05-08-2025,Service,1,3
CP500928,C104058,19-03-2026,Card Issue,11,5
CP500929,C101762,14-07-2025,Loan Issue,12,4
CP500930,C102258,16-07-2025,Fraud/Security,3,5
CP500931,C104723,21-04-2025,Transaction Issue,10,4
CP500932,C103960,26-09-2025,Card Issue,7,3
CP500933,C101868,14-01-2026,Card Issue,4,3
CP500934,C104839,18-01-2026,Transaction Issue,13,4
CP500935,C100944,10-09-2025,Loan Issue,8,5
CP500936,C103016,12-05-2026,Transaction Issue,11,4
CP500937,C103038,11-07-2025,Loan Issue,15,3
CP500938,C102522,08-06-2026,Service,10,3
CP500939,C101765,08-11-2025,App/Internet Banking,8,1
CP500940,C100345,02-04-2026,Card Issue,6,1
CP500941,C102554,25-05-2026,Fraud/Security,2,4
CP500942,C103278,23-01-2025,Transaction Issue,1,4
CP500943,C104964,28-09-2025,Loan Issue,3,2
CP500944,C100709,05-06-2026,Card Issue,9,5
CP500945,C103679,19-03-2026,Loan Issue,6,3
CP500946,C104278,19-12-2025,Loan Issue,10,3
CP500947,C104845,02-05-2025,Card Issue,6,4
